"type";"class";"is_tunnel";"is_bridge";"is_oneway";"is_link";"layer";"geometry"
"motorway";"highway";1;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910369.1397103,5213437.33352833],[-7910386.5974349,5213366.06449548]]}"
"motorway";"highway";1;0;1;0;0;"{""type"":""LineString"",""coordinates"":[[-7910348.36959005,5212976.36051792],[-7910312.25048159,5212974.06284215],[-7910278.4733768,5212973.40636346],[-7910243.3153296,5212974.46682905],[-7910199.47040821,5212977.14324276],[-7910160.77602877,5212981.35985834],[-7910126.14050032,5212986.11933387],[-7910086.97025559,5212993.88347017],[-7910051.10307581,5213001.38249567],[-7910015.11459703,5213009.47488506],[-7909979.1821024,5213017.64302927],[-7909945.82487874,5213026.02579974],[-7909916.69445853,5213034.53482434],[-7909485.24326362,5213176.66444003],[-7909451.35419053,5213187.53445138],[-7909412.7624487,5213199.13671885],[-7909367.88182051,5213212.69586119],[-7909323.91560012,5213224.51278321],[-7909282.94453185,5213234.20873024],[-7909242.1787388,5213242.91994111],[-7909199.25755592,5213250.46966369],[-7909152.26819135,5213257.74164296],[-7908944.33372166,5213285.5166152],[-7908915.09133314,5213288.92536741],[-7908886.84732867,5213291.60187001],[-7908858.23009651,5213294.18999824],[-7908830.53660286,5213295.86912571],[-7908803.3096438,5213296.58875186],[-7908774.01127114,5213296.89175236],[-7908746.01919534,5213296.03325096]]}"
"motorway";"highway";1;0;1;0;0;"{""type"":""LineString"",""coordinates"":[[-7908210.49346262,5213118.62813297],[-7908236.05022783,5213130.2808152],[-7908260.80455352,5213142.26175695],[-7908287.27572653,5213155.30319971],[-7908312.96312142,5213168.2310368],[-7908338.92110637,5213181.76488515],[-7908364.47787157,5213195.39975193],[-7908388.11251423,5213208.37814336],[-7908410.84207978,5213220.75055644],[-7908432.92782758,5213232.1003659],[-7908459.77222827,5213245.23030708],[-7908485.55293008,5213257.48914358],[-7908511.00705766,5213268.27087284],[-7908537.81413558,5213279.02736439],[-7908561.9619663,5213287.37249125],[-7908585.95117526,5213294.70762396],[-7908611.2280197,5213300.70450949],[-7908636.30891961,5213305.67877109],[-7908661.44580368,5213309.25165605],[-7908688.97134487,5213312.48366622],[-7908716.56220092,5213314.52892322],[-7908745.21675584,5213315.94292832],[-7908773.79666523,5213316.82668161],[-7908803.68287148,5213316.52368048],[-7908831.40435721,5213315.80405281],[-7908859.73233791,5213314.09967171],[-7908888.68547498,5213311.47366292],[-7908917.18140814,5213308.77190464],[-7908946.81568571,5213305.32527019],[-7909155.11405239,5213277.49973985],[-7909202.50463671,5213270.16462047],[-7909245.98566111,5213262.51388239],[-7909287.23665014,5213253.70165378],[-7909328.58094609,5213244.30868561],[-7909373.69484158,5213232.99673631],[-7909418.35153316,5213220.78843119],[-7909457.66173827,5213209.5017598],[-7909492.39057364,5213199.17459352],[-7909531.54215699,5213186.68858478],[-7909903.08097901,5213063.83673165],[-7909934.36678905,5213055.97154039],[-7909965.13941104,5213049.4698222],[-7910000.94127598,5213043.01860722],[-7910036.99506961,5213037.3248771],[-7910072.84358801,5213033.10823659],[-7910109.34525484,5213029.92682045],[-7910154.66442556,5213026.32879158],[-7910183.66421608,5213024.20784888],[-7910219.7180097,5213021.70816703],[-7910253.28983927,5213019.97858957],[-7910293.62642049,5213019.22111049],[-7910330.12808733,5213019.95334027],[-7910363.33601991,5213021.9101615]]}"
"pedestrian";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910022.30856051,5212947.07150586],[-7910034.97964015,5212942.64028822],[-7910105.64097015,5212919.42377157],[-7910130.51659484,5212911.01584647]]}"
"pedestrian";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7909412.1839458,5213573.61100789],[-7909542.50572,5213343.14994256],[-7909543.0842229,5213339.82954638],[-7909542.21646855,5213336.44602599],[-7909537.78438989,5213329.86836482],[-7909535.41439414,5213324.91934062],[-7909534.26671903,5213320.46269603],[-7909534.56530117,5213315.56417693],[-7909536.4967544,5213311.47366292],[-7909539.8558035,5213307.78715181],[-7909545.03433752,5213305.72927123],[-7909551.15527143,5213305.41364541],[-7909556.74435589,5213304.69401859],[-7909559.74883869,5213303.02751458],[-7909561.9322206,5213300.64138436],[-7909574.03412804,5213280.23936421],[-7909558.9370685,5213261.11251024],[-7909557.5467954,5213256.95889492],[-7909558.61049428,5213252.5780321],[-7909586.6865463,5213201.18195137],[-7909599.54423978,5213177.54818031],[-7909646.41230535,5213174.4677145],[-7909767.46870247,5212953.90139238],[-7909777.8444319,5212928.39980797],[-7909796.28187916,5212912.4045423],[-7909885.94982862,5212910.63711129],[-7909945.35834415,5212904.19861538],[-7910009.69346502,5212889.94556846],[-7910014.20951991,5212888.22863954],[-7910018.45498474,5212885.45125519],[-7910030.14634173,5212867.39827676],[-7910045.71926656,5212866.27470091],[-7910061.03093202,5212865.15112521],[-7910058.06377199,5212874.64471292]]}"
"pedestrian";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910105.64097015,5212919.42377157],[-7910092.72729252,5212944.01636414],[-7910059.06215603,5212955.45421385],[-7910034.97964015,5212942.64028822]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910035.53015098,5213483.3777751],[-7910017.71786008,5213477.83528331],[-7910013.2951121,5213475.53748584],[-7910010.45858175,5213472.55792512],[-7910008.06059393,5213468.26533929],[-7910006.93158021,5213463.1268641],[-7910008.4431523,5213456.96574765],[-7910021.63675069,5213421.80453481],[-7910023.99741575,5213415.42881719],[-7910025.69560168,5213409.26773178],[-7910026.08749074,5213404.34391641],[-7910025.56497199,5213399.49585454],[-7910023.9321009,5213393.32215434]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7911728.97609101,5210958.02934408],[-7911717.94721315,5210973.79411437],[-7911719.738706,5210988.1326312],[-7911709.31632311,5210991.04830056],[-7911584.18241362,5211115.31218657],[-7911518.49434242,5211173.24786185],[-7911493.35745836,5211193.79680959],[-7911479.07216901,5211205.48499018],[-7911411.00477137,5211256.85761803],[-7911357.85715013,5211291.49327672],[-7911317.83781243,5211317.16716669],[-7911277.23997184,5211338.06985417],[-7911228.5990748,5211354.71882728],[-7911166.4939893,5211367.26553294],[-7911098.12800952,5211379.61029578],[-7911073.60695113,5211384.04078208],[-7911050.90537766,5211395.9816472],[-7911032.99977984,5211411.50731886],[-7911029.14620407,5211425.78338575],[-7911029.41679414,5211475.40266804],[-7911022.84798702,5211541.69675743],[-7911016.61508481,5211562.53682695],[-7911002.87097559,5211628.22563205],[-7910980.17873282,5211694.50816837],[-7910953.30634005,5211754.23984779],[-7910923.12155165,5211818.78128497],[-7910857.88135367,5211962.87450248],[-7910856.44442711,5211968.66857259],[-7910857.06025278,5211974.65199511],[-7910859.43957922,5211980.74903081],[-7910863.71303613,5211985.93719471],[-7910869.37676613,5211989.57269812],[-7910875.40439312,5211991.42832019],[-7910879.8178104,5211991.66816252],[-7910885.75213047,5211990.6583001],[-7910877.27986219,5211997.13404475],[-7910868.30373656,5212004.31669847],[-7910872.58652415,5212005.41492544],[-7910818.74843171,5212057.5114248],[-7910823.64704497,5212062.81324114],[-7910831.57813311,5212072.1797906],[-7910837.54977595,5212077.78457665],[-7910818.80441586,5212095.79817949],[-7910808.29805675,5212108.82555763],[-7910798.2862243,5212121.86557714],[-7910791.12958359,5212132.58289607],[-7910785.85774265,5212142.27772505],[-7910780.30598095,5212153.94182933],[-7910765.00364618,5212189.03521673],[-7910754.83319198,5212223.8131444],[-7910756.76464521,5212233.52069039],[-7910735.99452497,5212287.89070605],[-7910724.80702534,5212310.44924161],[-7910658.90434823,5212496.49924672],[-7910549.28737942,5212456.53189296],[-7910537.08283437,5212486.34959321],[-7910509.01611304,5212476.19995057],[-7910491.95960819,5212522.80760323],[-7910481.21998178,5212518.6290638],[-7910448.36661548,5212599.85212149],[-7910162.66082854,5212553.23146558],[-7910139.37142148,5212544.87436171],[-7910136.05902585,5212538.9284509],[-7910121.45649297,5212524.57496186],[-7910110.70753587,5212504.8563079],[-7910148.32888574,5212521.57045239],[-7910153.37679007,5212532.36396772],[-7910124.67558169,5212612.52671804],[-7910093.38044095,5212684.69902198],[-7910067.08655109,5212677.01088436],[-7910057.34530871,5212672.27681258],[-7910045.98985663,5212668.21182483],[-7910047.08154759,5212731.20670677],[-7910039.91557618,5212827.94695766],[-7910035.13826191,5212853.63763799],[-7910030.14634173,5212867.39827676],[-7910018.45498474,5212885.45125519],[-7910014.20951991,5212888.22863954],[-7910009.69346502,5212889.94556846],[-7909945.35834415,5212904.19861538],[-7909885.94982862,5212910.63711129],[-7909796.28187916,5212912.4045423],[-7909777.8444319,5212928.39980797],[-7909767.46870247,5212953.90139238],[-7909646.41230535,5213174.4677145],[-7909599.54423978,5213177.54818031],[-7909586.6865463,5213201.18195137],[-7909558.61049428,5213252.5780321],[-7909557.5467954,5213256.95889492],[-7909558.9370685,5213261.11251024],[-7909574.03412804,5213280.23936421],[-7909561.9322206,5213300.64138436],[-7909559.74883869,5213303.02751458],[-7909556.74435589,5213304.69401859],[-7909551.15527143,5213305.41364541],[-7909545.03433752,5213305.72927123],[-7909539.8558035,5213307.78715181],[-7909536.4967544,5213311.47366292],[-7909534.56530117,5213315.56417693],[-7909534.26671903,5213320.46269603],[-7909535.41439414,5213324.91934062],[-7909537.78438989,5213329.86836482],[-7909542.21646855,5213336.44602599],[-7909543.0842229,5213339.82954638],[-7909542.50572,5213343.14994256],[-7909412.1839458,5213573.61100789]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910154.48714241,5213404.57116937],[-7910161.46649997,5213378.19723714],[-7910165.38539059,5213363.36272162]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910154.48714241,5213404.57116937],[-7910209.49157135,5213421.1227747]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910109.21462516,5213476.90101394],[-7910123.08936406,5213425.8698461],[-7910124.92751037,5213422.44841939],[-7910128.04396148,5213419.62037759],[-7910136.54422183,5213414.30517632],[-7910154.48714241,5213404.57116937]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910161.46649997,5213378.19723714],[-7910216.96545558,5213394.69829576],[-7910255.48255188,5213393.09490166],[-7910260.69840867,5213393.1832777],[-7910266.18485552,5213394.20591486],[-7910322.36495164,5213411.0731314]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910235.61750876,5213096.35804129],[-7910246.82366977,5213107.41733198],[-7910256.3782983,5213117.27728125],[-7910264.73859827,5213128.02097647],[-7910272.20315182,5213139.06767933],[-7910277.87621251,5213150.43001571],[-7910281.84175659,5213161.1611237],[-7910284.39836617,5213171.66499649],[-7910286.0965521,5213182.24463013],[-7910286.42312632,5213194.30138693],[-7910285.15415222,5213205.00729486],[-7910281.76711105,5213215.73846471],[-7910277.55896899,5213226.14139861],[-7910272.38043496,5213235.50909889],[-7910266.20351691,5213244.19506105],[-7910258.8136089,5213252.90628112],[-7910250.22937232,5213260.99888548],[-7910241.15060907,5213268.25824786],[-7910232.97692294,5213273.40924229],[-7910223.68355377,5213278.13098963],[-7910214.00762624,5213281.8679892],[-7910204.63961154,5213284.48136478],[-7910195.26226615,5213285.99636544],[-7910185.59566931,5213286.90536595]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910540.62849731,5213094.89356998],[-7910523.60931522,5213076.36045257],[-7910518.23483667,5213071.89130026],[-7910511.96461169,5213068.60887335],[-7910505.39580457,5213066.21017749],[-7910498.35113216,5213065.59156655],[-7910382.37996215,5213061.74102997],[-7910318.78196594,5213058.15561371],[-7910307.55714355,5213058.92572061],[-7910295.64184995,5213061.31178992],[-7910285.11682945,5213064.61946372],[-7910273.09889824,5213069.50522828],[-7910262.46190944,5213074.85811018],[-7910252.5620453,5213081.42296946],[-7910244.27639087,5213088.15195495],[-7910235.61750876,5213096.35804129],[-7910228.11563244,5213105.15749869],[-7910221.798754,5213113.56559619],[-7910193.75069406,5213159.94913913],[-7910190.2330232,5213165.81969084],[-7910182.80579242,5213183.45661755],[-7910179.99725415,5213188.97368727],[-7910161.42917721,5213217.30395403],[-7910158.74193793,5213222.97254254],[-7910156.95044508,5213229.2471311],[-7910156.65186294,5213234.9283517],[-7910156.95044508,5213240.00357832],[-7910157.84619151,5213245.3818065],[-7910159.63768436,5213250.45703872],[-7910163.52858289,5213256.71902053],[-7910185.59566931,5213286.90536595],[-7910179.34410571,5213310.56466005]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7909884.89546043,5213487.54411503],[-7909949.48250998,5213511.38066479]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7909920.60401846,5213592.06934616],[-7909922.78740037,5213585.99652365],[-7909930.15864699,5213565.39188253],[-7909940.28244774,5213537.07319956],[-7909949.48250998,5213511.38066479],[-7909964.9621279,5213468.11383629],[-7909963.46921719,5213455.27396638],[-7909887.40541656,5213480.5497151],[-7909884.89546043,5213487.54411503],[-7909875.64874473,5213513.2239598],[-7909865.47829052,5213541.5299461],[-7909855.89566991,5213568.19471711]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910123.08936406,5213425.8698461],[-7910184.71858427,5213444.82027983]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910316.39330881,5213431.37443187],[-7910322.36495164,5213411.0731314],[-7910349.23734441,5213340.61230126]]}"
"path";"highway";0;0;0;0;0;"{""type"":""LineString"",""coordinates"":[[-7910136.54422183,5213414.30517632],[-7910102.90707741,5213404.21766477],[-7910085.36537658,5213466.80081045]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910675.60628679,5213053.23198092],[-7910624.3621267,5213040.54416976],[-7910592.40450683,5213033.66372206],[-7910560.51220181,5213027.31351513],[-7910529.21706107,5213021.61979445],[-7910496.03712056,5213015.86295397],[-7910463.6129661,5213011.17921132],[-7910429.77054647,5213007.24032443],[-7910396.89851879,5213004.12204013]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910396.89851879,5213004.12204013],[-7910370.75392,5213003.33931306],[-7910351.57001739,5213003.90742141],[-7910334.36422147,5213005.2330077],[-7910317.75558983,5213007.05095491],[-7910295.24996089,5213010.25761264],[-7910271.65264099,5213015.49683923],[-7910252.22614039,5213021.37992603],[-7910232.82763187,5213029.15671591],[-7910215.46321418,5213037.22387969]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910305.73765862,5213156.33843602],[-7910307.75308808,5213169.6576449],[-7910307.90237915,5213183.24199477],[-7910306.28816944,5213196.42236773],[-7910303.62892224,5213209.23663681],[-7910300.30719591,5213221.89942418],[-7910295.19397674,5213234.53697861],[-7910288.91442107,5213245.89942957],[-7910281.59915859,5213256.18877192],[-7910272.95893786,5213266.33925066],[-7910263.02175096,5213275.71961569],[-7910252.46873838,5213284.16573967],[-7910242.60619701,5213290.37724373],[-7910231.93188544,5213295.80600061],[-7910220.4178116,5213300.71713451]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910111.07143285,5213111.86125151],[-7910093.17516573,5213137.22445715],[-7910086.62501999,5213148.73828921],[-7910081.95034334,5213159.68401753],[-7910076.56653409,5213174.18996764],[-7910072.44236826,5213188.20356979],[-7910068.76607564,5213202.06569395],[-7910061.8706943,5213232.17611551]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910396.89851879,5213004.12204013],[-7910348.28561383,5212999.55192493],[-7910326.06923634,5212998.30208717],[-7910310.62694119,5212997.9864716],[-7910294.5408283,5212998.73132436],[-7910280.35817657,5213000.57451957],[-7910264.90655073,5213003.16256825],[-7910252.47806908,5213005.72536837],[-7910240.02159535,5213009.37388796],[-7910226.47343066,5213013.84301076],[-7910212.81329767,5213019.23373514],[-7910198.59332317,5213026.24041895],[-7910187.47113839,5213033.03248858],[-7910174.44549245,5213041.21327778],[-7910164.08842441,5213048.61134325],[-7910152.54635849,5213058.59747832],[-7910142.43188844,5213068.48262619],[-7910131.78556894,5213080.65286073],[-7910124.33034609,5213090.08354079],[-7910117.2576816,5213101.01657654],[-7910111.07143285,5213111.86125151],[-7910104.92250687,5213124.14516492],[-7910100.36912921,5213135.41910975],[-7910096.74882074,5213146.35219786],[-7910092.60599352,5213161.0979995],[-7910082.29557894,5213208.99676364],[-7910074.89634024,5213241.8468205],[-7910055.87105939,5213327.74735413],[-7910052.70795482,5213341.55918226],[-7910051.0004382,5213354.97965249],[-7910049.73146409,5213369.10714828],[-7910049.20894535,5213384.11842472],[-7910047.42678319,5213425.04920858],[-7910046.64300506,5213436.43713858],[-7910044.54359938,5213448.36796684],[-7910035.53015098,5213483.3777751]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910394.30458643,5213368.84202082],[-7910398.40076019,5213359.57518946],[-7910404.01783674,5213348.89435695],[-7910432.89632826,5213294.94749931],[-7910445.59539998,5213270.63174495],[-7910502.36332969,5213167.18317434],[-7910508.97879027,5213156.40156018],[-7910515.75287262,5213146.26382412],[-7910523.32006377,5213137.09820907],[-7910531.24182122,5213128.75321466],[-7910539.81672711,5213120.52185067],[-7910547.95309047,5213114.19683505],[-7910556.26673698,5213107.99807134],[-7910566.34388427,5213101.79931169],[-7910577.81130465,5213096.16866998],[-7910590.84628128,5213091.1566442]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910215.46321418,5213037.22387969],[-7910199.46107752,5213044.79868763],[-7910183.96279822,5213053.86321575],[-7910169.8734534,5213064.4805919],[-7910159.09650422,5213073.63351193],[-7910147.75971353,5213084.79377398],[-7910138.33571468,5213095.0703165],[-7910128.49183469,5213106.59672206],[-7910117.92949142,5213119.32249609]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910215.46321418,5213037.22387969],[-7910202.11099403,5213046.94488431],[-7910191.59530422,5213055.20143373],[-7910180.56642636,5213064.06397644],[-7910169.40691881,5213074.6182404],[-7910161.14925645,5213083.88479287],[-7910152.35974465,5213094.75469771],[-7910145.42704054,5213104.52626044],[-7910137.70122762,5213116.98691128],[-7910130.69387798,5213129.01833539],[-7910124.37699955,5213141.74413955],[-7910119.53437043,5213153.87659378],[-7910115.40087391,5213169.1147763],[-7910113.01221677,5213183.00212225],[-7910111.30470015,5213195.99312158],[-7910110.65155172,5213210.09513034],[-7910111.34202292,5213225.06827991],[-7910113.62804244,5213239.72582953],[-7910117.22035884,5213253.94152809],[-7910122.50153047,5213270.50549509],[-7910128.06262286,5213284.96111496],[-7910133.73568355,5213296.22262627],[-7910140.82700942,5213307.00439964],[-7910149.24329355,5213317.92506082],[-7910157.91150635,5213327.25497672],[-7910167.37282797,5213335.84002247],[-7910177.54328217,5213342.61968909],[-7910187.36850078,5213347.87172468],[-7910198.71462217,5213352.15163084],[-7910208.9690526,5213354.8660266],[-7910219.30745926,5213356.97441826],[-7910231.18543009,5213358.14855275],[-7910242.90477915,5213358.08542723],[-7910255.4545598,5213356.11591142],[-7910267.30453855,5213352.85863617],[-7910280.0875865,5213348.30097772],[-7910292.30146224,5213342.84694058],[-7910304.12344892,5213336.59752688],[-7910316.66389887,5213329.08561082],[-7910328.05667372,5213321.08132363],[-7910337.93787648,5213311.73878877],[-7910349.32132063,5213299.39150686],[-7910362.01106166,5213283.97636461]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910445.59539998,5213270.63174495],[-7910455.72853142,5213247.18717487],[-7910460.91639613,5213233.05986099],[-7910465.89898563,5213218.13719845],[-7910470.72295335,5213201.77532138],[-7910475.24833894,5213183.62074086],[-7910477.70231092,5213168.01641435],[-7910479.47514239,5213153.64934683],[-7910480.25892051,5213138.66368539],[-7910480.33356604,5213124.54915823],[-7910479.84837006,5213101.24382222],[-7910479.16722955,5213084.52865448]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910105.40770285,5213265.34187727],[-7910116.32461241,5213293.29362204],[-7910123.37861551,5213308.60777916],[-7910131.1417512,5213320.7909474],[-7910140.70571043,5213332.6206294],[-7910149.98041821,5213341.38243114],[-7910160.35614763,5213348.86910677],[-7910171.29171858,5213355.44678114],[-7910182.42323405,5213360.87557533],[-7910193.30282084,5213365.38273939],[-7910205.00350853,5213368.64001895],[-7910216.38695268,5213370.62216248],[-7910228.76878088,5213371.27866871],[-7910239.9562805,5213371.17766775],[-7910250.58393861,5213370.14240796],[-7910262.79781435,5213367.46588316],[-7910274.51716342,5213363.60259871],[-7910286.46977978,5213358.48943053],[-7910298.29176646,5213352.64400955],[-7910309.10603841,5213345.94008626],[-7910319.14586293,5213338.32716217],[-7910327.39419459,5213330.94149541],[-7910336.89283898,5213322.11657806],[-7910345.59837455,5213312.44579109],[-7910352.78300734,5213301.41151098],[-7910362.01106166,5213283.97636461],[-7910367.79609066,5213273.83849195],[-7910373.04927021,5213261.70588401],[-7910377.1174519,5213249.68691624],[-7910381.10165735,5213236.00147153],[-7910405.3334643,5213136.10084929]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910201.1032793,5213094.81782147],[-7910183.44027947,5213127.65485739],[-7910166.37444393,5213161.83024026],[-7910152.39706742,5213191.5239128],[-7910133.06387373,5213236.05197129]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910337.64862503,5212900.10827908],[-7910319.60306683,5212898.46709526],[-7910300.96967504,5212897.33089125],[-7910285.73265512,5212897.01527905],[-7910268.07898598,5212897.2677688],[-7910253.32716204,5212898.11360955],[-7910236.13069681,5212899.55280145],[-7910220.35249675,5212901.38335286],[-7910203.4172909,5212904.07237041],[-7910187.61109877,5212906.78663772],[-7910177.56194356,5212908.60456603]]}"
"motorway";"highway";0;0;1;1;0;"{""type"":""LineString"",""coordinates"":[[-7910328.58852316,5213135.97460122],[-7910326.06923634,5213166.56455681],[-7910322.8781397,5213219.4375649]]}"
